Directory,Extension,File,Size,DIT Results,QC Results,SessionId,UserId,LicenseType,ToolType,Timestamp
C:/Users\MSI\Pictures\Beasts,.jpeg,IMG_0324.jpeg,305744,True,,309,67,1,0,20250706_150651
C:/Users\MSI\Pictures\Beasts,.jpg,middy.jpg,241829,True,,309,67,1,0,20250706_150651
C:/Users\MSI\Pictures\Beasts,.jpg,notail asleep.jpg,167940,True,,309,67,1,0,20250706_150651
C:/Users\MSI\Pictures\Beasts,.jpg,ziggy.jpg,46609,True,,309,67,1,0,20250706_150651
